Image Index,Perceptual Loss
1,0.6708846092224121
2,0.626829981803894
3,0.5727472305297852
4,0.4693607687950134
5,0.6100504994392395
6,0.6767265796661377
7,0.6459048986434937
8,0.5240474939346313
9,0.6954079270362854
10,0.6259163618087769
11,0.5503228902816772
12,0.6669344902038574
13,0.5298535227775574
14,0.5365452766418457
15,0.5700154304504395
16,0.6609941124916077
17,0.543857991695404
18,0.5372875928878784
19,0.5200691223144531
20,0.5462203025817871
21,0.621610701084137
22,0.6533377766609192
23,0.5684053897857666
24,0.6078585386276245
25,0.6251498460769653
26,0.7812079787254333
27,0.6382126808166504
28,0.5912235975265503
29,0.5519710779190063
30,0.6758776903152466
31,0.3553318381309509
32,0.4156569838523865
33,0.6721183061599731
34,0.5671184659004211
35,0.5250442028045654
36,0.6239429116249084
37,0.5999000072479248
38,0.6483330726623535
39,0.5117602944374084
40,0.7121857404708862
41,0.6545752882957458
42,0.5017034411430359
43,0.6785836219787598
44,0.6057317852973938
45,0.5755905508995056
46,0.6162344217300415
47,0.5424994826316833
48,0.6968401074409485
49,0.5940719842910767
50,0.6403689384460449
51,0.5249418020248413
52,0.7264755964279175
53,0.6617634892463684
54,0.617409884929657
55,0.7196375131607056
56,0.5563247799873352
57,0.6484022736549377
58,0.5843343138694763
59,0.5615564584732056
60,0.6584832072257996
61,0.360244482755661
62,0.6359034180641174
63,0.7098221778869629
64,0.6414196491241455
65,0.7442449927330017
66,0.6051103472709656
67,0.6405298113822937
68,0.6350299119949341
69,0.5567558407783508
70,0.6666032671928406
71,0.606226921081543
72,0.5991071462631226
73,0.7100156545639038
74,0.6299445033073425
75,0.5857023596763611
76,0.5330120325088501
77,0.5989590287208557
78,0.7789013981819153
79,0.611854076385498
80,0.624356210231781
81,0.5628506541252136
82,0.8164425492286682
83,0.5695284605026245
84,0.6956849098205566
85,0.6542312502861023
86,0.5514441132545471
87,0.5849117636680603
88,0.5999954342842102
89,0.5738646984100342
90,0.5738383531570435
91,0.5797619819641113
92,0.7058616876602173
93,0.5559293031692505
94,0.6390206217765808
95,0.5981581807136536
96,0.6572654843330383
97,0.6377245187759399
98,0.701058566570282
99,0.645131528377533
100,0.6608887910842896
101,0.6790997385978699
102,0.6975651383399963
103,0.5816401243209839
104,0.6554396152496338
105,0.6220410466194153
106,0.6350826621055603
107,0.5998841524124146
108,0.6604084968566895
109,0.6147924661636353
110,0.6951651573181152
111,0.5811079144477844
112,0.6249750256538391
113,0.7096493244171143
114,0.5767571330070496
115,0.6033706068992615
116,0.6268517971038818
117,0.5740169286727905
118,0.6269268989562988
119,0.633450984954834
120,0.6325145959854126
121,0.6219916939735413
122,0.6308230757713318
123,0.6859487295150757
124,0.629727303981781
125,0.6200651526451111
126,0.49805504083633423
127,0.7054436206817627
128,0.7578526735305786
129,0.6526396870613098
130,0.6040477752685547
131,0.5966472029685974
132,0.6361633539199829
133,0.5439263582229614
134,0.6319743990898132
135,0.5848715305328369
136,0.673126220703125
137,0.7633588314056396
138,0.6139280796051025
139,0.4831070601940155
140,0.6084643006324768
141,0.5757889151573181
142,0.5929734706878662
143,0.6122555732727051
144,0.6721782088279724
145,0.5313625931739807
146,0.6593043804168701
147,0.6390844583511353
148,0.623485803604126
149,0.5965784192085266
150,0.5948484539985657
151,0.5757185220718384
152,0.4607018530368805
153,0.6876224875450134
154,0.6788313388824463
155,0.6191287636756897
156,0.6193729639053345
157,0.5982449054718018
158,0.5605876445770264
159,0.614155113697052
160,0.711162805557251
161,0.561693549156189
162,0.5991052985191345
163,0.5887523889541626
164,0.6200194358825684
165,0.6796010136604309
166,0.6162518262863159
167,0.6245585680007935
168,0.6692135334014893
169,0.6558926701545715
170,0.6275110840797424
171,0.43991124629974365
172,0.5944042801856995
173,0.6662274599075317
174,0.5851612091064453
175,0.6244649887084961
176,0.6036253571510315
177,0.7369421124458313
178,0.5342977046966553
179,0.6420055031776428
180,0.5035229921340942
181,0.5630910396575928
182,0.5481725931167603
183,0.48829203844070435
184,0.6622737050056458
185,0.5700936317443848
186,0.6801646947860718
187,0.6437209844589233
188,0.6545674800872803
189,0.6247172355651855
190,0.5893319845199585
191,0.6014590263366699
192,0.6077231168746948
193,0.587400496006012
194,0.5928614139556885
195,0.5691375732421875
196,0.5635353326797485
197,0.5765738487243652
198,0.624091386795044
199,0.5671692490577698
200,0.648492693901062
