Image Index,Score
1,1.0466845888137817
2,0.9196310104370118
3,0.8170568142318726
4,0.8340002001571656
5,0.8735707472419738
6,1.1962549495697021
7,1.0028055075645446
8,0.9074384978485107
9,1.0850175309181214
10,0.9750777585029602
11,1.0308311045455931
12,1.069398962211609
13,0.7620404870033264
14,0.9195324383163452
15,0.8102148519515991
16,1.0251014882087708
17,0.8274328955459596
18,0.918762837677002
19,0.8986699831008911
20,1.0074478693962097
21,1.135120164680481
22,1.0525251227378845
23,0.959241025276184
24,1.052729026031494
25,1.048466009426117
26,1.1138239330291748
27,1.1803445205688476
28,1.0684479035377503
29,1.0268220805168151
30,0.9221113700675965
31,0.8326200426101684
32,0.7175799083900452
33,1.114158477783203
34,0.7973810256004333
35,0.8324347016716003
36,0.9635580257415772
37,1.0756224236488343
38,1.0234590498924256
39,1.0827552152442932
40,1.0746107364463806
41,1.0216762426376342
42,0.7797658578109741
43,1.0911992281913756
44,0.7598696418380737
45,0.9520879204368591
46,0.898277505607605
47,1.0414221571540834
48,1.1813783073806763
49,0.8563780068969726
50,1.1158169174194335
51,0.9591708602905273
52,1.2257425992012023
53,1.0186345083236694
54,1.05811993932724
55,1.049529755306244
56,0.8936910394668579
57,0.8786317115020752
58,1.0195946350288392
59,1.3173230433464052
60,0.9821351247787475
61,0.7646032831668854
62,1.162225597305298
63,1.0272020804405213
64,1.0134620273590087
65,1.0783945216560364
66,0.9298045063018798
67,1.0792235055923463
68,1.0056929804611205
69,1.073041554698944
70,1.120803201675415
71,1.0031079772949218
72,1.048597612438202
73,1.1101381515502928
74,1.0528068230056762
75,1.0026646446228027
76,0.8142705375099182
77,0.9045688497924804
78,1.155213593788147
79,0.8010321699905396
80,0.9925117164039612
81,0.861286905040741
82,1.2980527581405639
83,1.008939961681366
84,1.0892342509269715
85,1.1763656761169434
86,0.9187023099708558
87,0.8628456910133362
88,1.0279142980003357
89,0.9641098643112183
90,0.8994717085838317
91,0.8537982611465454
92,1.0444679377937316
93,1.0008630601692199
94,1.0121727479934692
95,1.0404957752227784
96,0.9456329306602478
97,1.0857984853172302
98,1.1546674157333374
99,1.0216373118400575
100,1.0480439252471925
101,1.0999350783920288
102,1.109763052177429
103,1.0866357227706909
104,1.077366303062439
105,0.9282497367095948
106,0.9557717852592469
107,1.002927801837921
108,1.0764522077941894
109,0.9901021142959594
110,1.0796795800209045
111,0.8634093364715576
112,0.8609014274597168
113,1.2709752256393432
114,0.9486054433822633
115,1.010621817703247
116,0.8512954651641846
117,1.2710359706878662
118,1.078363369255066
119,0.8975462470817566
120,1.2389084671974182
121,1.0139029615020752
122,0.9974155455589295
123,1.1278553681564332
124,1.0320105798721313
125,1.120088235607147
126,0.9605106818580628
127,1.080813851928711
128,1.1308020170402526
129,0.839525364780426
130,1.0451148514556885
131,1.2011990692138672
132,1.059763666229248
133,1.0030134222984315
134,0.8925443039894104
135,1.0381256226348876
136,1.0263154127120973
137,1.0787234323501587
138,1.0528673539161681
139,0.6871982140064239
140,1.0843082629394531
141,0.9148535332870484
142,0.9205235735893249
143,0.9685741640281678
144,0.9282424861907959
145,1.0760073387145996
146,1.114233859729767
147,1.2038975803756715
148,0.8874463799095154
149,0.7055627416419983
150,1.0989165418624878
151,0.8443269815635681
152,0.7838790036010742
153,1.0818020181274415
154,1.2787358066749572
155,0.9401417851257324
156,1.1895129629325867
157,1.0340880624771118
158,0.8516617855644226
159,0.9017724831581115
160,0.9436777721214294
161,0.9365329673194885
162,0.9164257073593141
163,1.077442759437561
164,0.948946902294159
165,1.051471622467041
166,1.0084029511451722
167,1.1340953589630127
168,1.034841063041687
169,1.047854613685608
170,0.889538874874115
171,0.8526335651016236
172,1.0431388692855834
173,0.9436104850387573
174,0.8625698646736144
175,1.056389171562195
176,0.8953270098495483
177,1.2471433017349243
178,0.8993575052261353
179,0.8263195257759094
180,0.7688526047897339
181,0.9024327321052551
182,1.0560426918411254
183,0.8828508793830872
184,0.9017076939582824
185,0.9466557237052917
186,1.0223360711097718
187,1.0279926807403563
188,1.0774309990882873
189,1.2284941431999208
190,0.8964435431098938
191,1.070310713481903
192,1.1246350156784057
193,0.7119518656349182
194,0.9235174389457703
195,0.8064063419723511
196,1.0918659959793091
197,1.0516921950149536
198,1.0198706738853454
199,0.9117532074928283
200,1.1535968925094604
