combined_loss
1.1905321
1.1467608
0.9957574999999999
1.41225507
1.5568614
1.222132
1.0279591
1.01566894
0.8784768000000001
1.0874025
1.0916792
0.8553999400000001
1.0314002
1.0734152
0.90118805
1.01918686
1.06098426
1.0851726
1.1584925
0.8709062999999999
1.2017875999999998
1.11099866
1.0555047
1.01110436
0.8318935700000001
0.8155304999999999
1.2673862
1.018749
1.1395952599999999
0.8914221600000001
0.95416196
0.9786016
1.0351933999999998
0.9508056
0.93154805
1.2312156600000002
1.356119
0.85615385
1.1553576
1.05092816
1.01298
1.01822606
1.1213857
1.0241386399999999
0.92341147
1.21241034
0.91363277
1.2292877
1.1138118000000001
0.9966931
1.0653233
0.9918376
1.0523177000000001
1.0760602
1.04352195
1.02671966
1.00519907
0.9938465000000001
1.08565875
1.10820393
0.9770805
0.97761765
1.0496722
1.2652965
1.0807038
1.08700875
1.32191177
1.29439946
1.0847782000000001
1.2664939
1.3796414000000001
0.99686906
0.8128099599999999
0.7938847600000001
1.11621754
0.9011397999999999
1.1680318299999999
1.0462401
0.9885047
1.29773965
0.9553214000000001
0.99866246
1.1381038
0.946322
1.1215027
1.0966299400000001
1.29918966
1.05512955
1.01993055
1.132745
0.9575299
1.3938985000000002
1.35028697
1.10263814
1.1658131
1.13189414
0.9011456999999999
1.0020706
1.144314
0.80322567
